"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam Mara Agenda 18 mois 2026 2027 | Vue hebdomadaire verticale · Juillet 2026 - Décembre 2027 | Bleu · International - Agenda Semainier","B0GJSYLDLW","B0GJSYLDLW","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","131","0","62.43","0.00","5","0","12.49","0","3.8","0"
"Finocam Dotted Agenda 16 mois 2026 2027 | Vue hebdomadaire horizontale · Septembre 2026 - Décembre 2027 | Gala · International - Agenda Semainier","B0GJSTYCBJ","B0GJSTYCBJ","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","53","0","38.43","0.00","3","0","12.81","0","5.7","0"
"Finocam Mara Agenda 18 mois 2026 2027 | Vue hebdomadaire verticale · Juillet 2026 - Décembre 2027 | Daisy · International - Agenda Semainier","B0GJSVYR6D","B0GJSVYR6D","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","56","0","36.78","0.00","3","0","12.26","0","5.4","0"
"Finocam Mara Agenda 18 mois 2026 2027 | Vue hebdomadaire verticale · Juillet 2026 - Décembre 2027 | Pretty · International - Agenda Semainier","B0GJTBHR9G","B0GJTBHR9G","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","40","0","28.92","0.00","2","0","14.46","0","5","0"
"Finocam Capri Agenda 16 mois 2026 2027 | Vue hebdomadaire horizontale · Septembre 2026 - Décembre 2027 | Jungle · International - Agenda Semainier","B0GJT13HPB","B0GJT13HPB","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","32","0","24.80","0.00","2","0","12.40","0","6.3","0"
"Finocam Ikon Agenda 16 mois 2026 2027 | Vue hebdomadaire verticale · Septembre 2026 - Décembre 2027 | Noir · International - Agenda Semainier","B0GJSPSHJ7","B0GJSPSHJ7","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","9","0","23.97","0.00","2","0","11.98","0","22.2","0"
"Finocam Mara Agenda 18 mois 2026 2027 | Vue hebdomadaire verticale · Juillet 2026 - Décembre 2027 | Girl · International - Agenda Semainier","B0GJT5X8Y8","B0GJT5X8Y8","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","41","0","23.86","0.00","2","0","11.93","0","4.9","0"
"Finocam Capri Agenda 16 mois 2026 2027 | Vue hebdomadaire horizontale · Septembre 2026 - Décembre 2027 | Happy · International - Agenda Semainier","B0GJT1MPDL","B0GJT1MPDL","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","65","0","22.66","0.00","2","0","11.33","0","3.1","0"
"Finocam Calendrier magnétique Bloc 16 mois 2026 2027 | 1 Mois par Page · Septembre 2026 - Décembre 2027 | Neutre · Langue: Français - Calendrier Frigo","B0GMX2C7YD","B0GMX2C7YD","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","28","0","19.83","0.00","3","0","6.61","0","10.7","0"
"Finocam Ikon Agenda 16 mois 2026 2027 | 1 Jour par Page · Septembre 2026 - Décembre 2027 | Bordeaux · International - Agenda Journalier","B0GJSRYFXP","B0GJSRYFXP","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","5","0","18.18","0.00","1","0","18.18","0","20","0"
"Finocam Mínimal Agenda 18 mois 2026 2027 | Vue hebdomadaire horizontale · Juillet 2026 - Décembre 2027 | Pretty · International - Agenda Semainier","B0GJT6TSSN","B0GJT6TSSN","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","3","0","16.53","0.00","1","0","16.53","0","33.3","0"
"FINOCAM – Cahier Nexo Couverture Souple Dotted-Pointillé Bleu marine | Grand Cahier à Feuilles Microperforées | Pochette et Passant pour stylo | 72 Feuilles, Idéal pour Bullet Journal","B0DV5SN944","B0DV5SN944","Finocam","Cahiers & Bloc-notes - Fournitures de bureau","Fournitures de bureau","2","0","15.29","0.00","1","0","15.29","0","50","0"
"Finocam Espiral Agenda 18 mois 2026 2027 | 2 Jours par Page · Juillet 2026 - Décembre 2027 | Pretty · International - Agenda Journalier","B0GJT3X9FM","B0GJT3X9FM","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","139","0","14.64","0.00","1","0","14.64","0","0.7","0"
"Finocam – Agenda 2026 Semaine sur 2 pages, Présentation verticale | Janvier – Décembre (12 mois) | Agenda A5 avec élastique et signet en ruban tissé | Couverture souple Capri - Happy - International","B0F9LFFG99","B0F9LFFG99","Finocam","Calendriers, agendas & organiseurs - Organisateurs de bureau","22905000","2","0","13.71","0.00","1","0","13.71","0","50","0"
"Finocam Mínimal Agenda 18 mois 2026 2027 | Vue hebdomadaire horizontale · Juillet 2026 - Décembre 2027 | Daisy · International - Agenda Semainier","B0GJT5BXLY","B0GJT5BXLY","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","9","0","13.47","0.00","1","0","13.47","0","11.1","0"
"Finocam Dotted Agenda 16 mois 2026 2027 | Vue hebdomadaire horizontale · Septembre 2026 - Décembre 2027 | Bloom · International - Agenda Semainier","B0GJT2872V","B0GJT2872V","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","9","0","12.81","0.00","1","0","12.81","0","11.1","0"
"Finocam Espiral Agenda 18 mois 2026 2027 | Vue hebdomadaire horizontale · Juillet 2026 - Décembre 2027 | Noir · International - Agenda Semainier","B0GJSWFNVF","B0GJSWFNVF","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","10","0","11.57","0.00","1","0","11.57","0","10","0"
"Finocam Espiral Agenda 18 mois 2026 2027 | Vue hebdomadaire horizontale · Juillet 2026 - Décembre 2027 | Pretty · International - Agenda Semainier","B0GJSX425K","B0GJSX425K","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","18","0","11.57","0.00","1","0","11.57","0","5.6","0"
"Finocam Espiral Agenda 18 mois 2026 2027 | Vue hebdomadaire horizontale · Juillet 2026 - Décembre 2027 | Daisy · International - Agenda Semainier","B0GJT24P8W","B0GJT24P8W","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","72","0","11.57","0.00","1","0","11.57","0","1.4","0"
"Finocam Espiral Agenda 18 mois 2026 2027 | Vue hebdomadaire horizontale · Juillet 2026 - Décembre 2027 | Bleu · International - Agenda Semainier","B0GJT3XJSG","B0GJT3XJSG","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","17","0","11.57","0.00","1","0","11.57","0","5.9","0"
"Finocam Mínimal Agenda 18 mois 2026 2027 | Vue hebdomadaire horizontale · Juillet 2026 - Décembre 2027 | Daisy · International - Agenda Semainier","B0GJT7CD83","B0GJT7CD83","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","22","0","11.55","0.00","1","0","11.55","0","4.5","0"
"Finocam – Calendrier mural 2026 1 Mois par page Janvier – Décembre 2026 (12 mois) | Calendrier 2026 pour noter | Planificateur mensuel Neutre – Français","B0FG37Q31B","B0FG37Q31B","Finocam","Calendriers, agendas & organiseurs - Organisateurs de bureau","22905000","10","0","9.31","0.00","1","0","9.31","0","10","0"
"Finocam Calendrier Mural à Remplir 2027 | Neutre · Langue : Français - Calendrier mensuel - Planning et Organisation","B0H3942Q8C","B0H3942Q8C","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","4","0","7.52","0.00","1","0","7.52","0","25","0"
"Finocam Calendrier Mural à Remplir 2027 | Neutre · Langue : Français - Calendrier mensuel - Planning et Organisation","B0H391RK2N","B0H391RK2N","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","3","0","7.19","0.00","1","0","7.19","0","33.3","0"
"Finocam – Agenda Mara 18 mois 2025-2026 Semaine sur 2 pages Présentation Verticale Juillet 2025-Décembre 2026 (18 mois) Pretty International","B0DV5RMVZL","B0DV5RMVZL","Finocam","Agendas civils et carnets de RDV","Fournitures de bureau","13","17","7.14","12.50","1","1","7.14","0","7.7","5.9"
"Finocam Calendrier Mural International 2027 | Photos Nature - Calendrier mensuel - Planning et organisation","B0GYNX1QXF","B0GYNX1QXF","Finocam","Calendriers, agendas & organiseurs - Fournitures de bureau","Fournitures de bureau","8","0","6.61","0.00","1","0","6.61","0","12.5","0"
"Finocam – Calendrier Bloc Design Mural avec Aimant pour écrire 2025 1 mois par page Janvier 2025 – Décembre 2025 (12 mois) Français","B0D7Q82B2X","B0D7Q82B2X","Finocam","Tableaux et accessoires de présentation - Fournitures de bureau","Fournitures de bureau","1","4","0.00","0.00","0","0","0.00","0","0","0"
