"title","asin","vpi","brand","categoryLabel","parentCategory","glanceViews","priorGlanceViews","orderedRevenue","priorOrderedRevenue","orderedUnits","priorOrderedUnits","avgPrice","unitsPerGlanceViews","conversionRate","priorConversionRate"
"Finocam Mara Weekly Planner 18-Month | Weekly View Vertical Layout · July 2026 to December 2027 | Blue · International - Week-to-view diary","B0GJSYLDLW","B0GJSYLDLW","Finocam","Agenda","22903000","38","0","24.98","0.00","2","0","12.49","0","5.3","0"
"Finocam Capri Weekly Planner 16-Month | Weekly View Horizontal Layout · September 2026 to December 2027 | Happy · International - Week-to-view diary","B0GJT1MPDL","B0GJT1MPDL","Finocam","Agenda","22903000","17","0","22.66","0.00","2","0","11.33","0","11.8","0"
"Finocam Mara Daily Planner 18-Month | 1 Day per Page · July 2026 to December 2027 | Black · International - Day-to-page diary","B0GJT3MCGM","B0GJT3MCGM","Finocam","Agenda","22903000","15","0","17.01","0.00","1","0","17.01","0","6.7","0"
"Finocam Espiral Planner 18-Month | 2 Days per Page · July 2026 to December 2027 | Pretty · International - Day-to-page diary","B0GJT3X9FM","B0GJT3X9FM","Finocam","Agenda","22903000","18","0","14.64","0.00","1","0","14.64","0","5.6","0"
"Finocam Mínimal Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Black · International - Week-to-view diary","B0GJT64GM9","B0GJT64GM9","Finocam","Agenda","22903000","6","0","13.47","0.00","1","0","13.47","0","16.7","0"
"Finocam Mara Weekly Planner 18-Month | Weekly View Vertical Layout · July 2026 to December 2027 | Pretty · International - Week-to-view diary","B0GJTBHR9G","B0GJTBHR9G","Finocam","Agenda","22903000","20","0","12.26","0.00","1","0","12.26","0","5","0"
"Finocam Mínimal Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Pretty · International - Week-to-view diary","B0GJT8HNSX","B0GJT8HNSX","Finocam","Agenda","22903000","8","0","11.90","0.00","1","0","11.90","0","12.5","0"
"Finocam Mara Weekly Planner 18-Month | Weekly View Vertical Layout · July 2026 to December 2027 | Black · International - Week-to-view diary","B0GJT4P82S","B0GJT4P82S","Finocam","Agenda","22903000","20","0","11.78","0.00","1","0","11.78","0","5","0"
"Finocam Espiral Weekly Planner 18-Month | Weekly View Horizontal Layout · July 2026 to December 2027 | Daisy · International - Week-to-view diary","B0GJT24P8W","B0GJT24P8W","Finocam","Agenda","22903000","9","0","10.64","0.00","1","0","10.64","0","11.1","0"
"Finocam Haiku Undated Monthly Planner | Monthly View | Black · International - Planner","B0GJSWVPBM","B0GJSWVPBM","Finocam","Agenda","22903000","9","0","6.61","0.00","1","0","6.61","0","11.1","0"
"Finocam Haiku Undated Monthly Planner | Monthly View | Green · International - Planner","B0GJSPQWGQ","B0GJSPQWGQ","Finocam","Agenda","22903000","22","0","4.13","0.00","1","0","4.13","0","4.5","0"
"Finocam - Agenda 2022 2023 Espiral 18 maanden horizontale weekweergave juli 2022 - december 2023 (18 maanden) Geometric Internationaal","B09QX3C7XH","B09QX3C7XH","Finocam","Agenda","22903000","3","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Agenda 2022 2023 Minimal 18 maanden horizontale weekweergave juli 2022 - december 2023 (18 maanden) Geometric Internationaal","B09QXLRQWH","B09QXLRQWH","Finocam","22903202","22903000","1","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Agenda 2022 2023 Mara 18 maanden 1 dag per pagina juli 2022 - december 2023 (18 maanden) Girl Internationaal","B09R1T8NMM","B09R1T8NMM","Finocam","22903202","22903000","4","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam Lined Notebook - Horizontal Ruling","B09WZ4BGYD","B09WZ4BGYD","Finocam","22903202","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Agenda 2023 weekweergave spiraal Design Collection januari 2023 - december 2023 (12 maanden) Goldy Internationaal","B0B1Q9SHSQ","B0B1Q9SHSQ","Finocam","Agenda","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Agenda 2023 weekweergave spiraal Opaque januari 2023 - december 2023 (12 maanden) Blauw Internationaal","B0B1QB61WR","B0B1QB61WR","Finocam","Agenda","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Agenda 2023 weekweergave spiraal Opaque januari 2023 - december 2023 (12 maanden) Bordeaux Internationaal","B0B1QC9JDQ","B0B1QC9JDQ","Finocam","Agenda","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Agenda Mínimal 18 maanden 2023 2024 horizontale weekweergave juli 2023 - december 2024 (18 maanden) Girl internationaal","B0BS48V3XG","B0BS48V3XG","Finocam","Agenda","22903000","2","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Agenda Dotted 16 maanden 2023 2024 horizontale weekweergave september 2023 - december 2024 (16 maanden) Monstera internationaal","B0BS4921GR","B0BS4921GR","Finocam","Agenda","22903000","2","1","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Ongedateerde agenda Mytime 1 dag per pagina internationaal","B0BS4996B7","B0BS4996B7","Finocam","Agenda","22903000","5","6","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Agenda Ikon 16 maanden 2023 2024 verticale weekweergave september 2023 - december 2024 (16 maanden) bruin internationaal","B0BS49FPQ9","B0BS49FPQ9","Finocam","Agenda","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
"Finocam - Notitieboek Flexi Modern Dotted-gestippeld zwart","B0BS49LT52","B0BS49LT52","Finocam","Papierproducten","22903000","0","0","0.00","0.00","0","0","0.00","0","0","0"
